name,address,datetime,temp,feelslike,humidity,windspeed,solarradiation,stations
LANHAM,"4451 H Parliament Place LANHAM,MD 20706",2022-02-02,35.6,33.1,80.79,7.3,229.6,"KDCA,PREM2,KADW,KBWI,PWDM2,74594013705"
LANHAM,"4451 H Parliament Place LANHAM,MD 20706",2022-02-03,47.4,46.1,94.21,18.2,51,"KDCA,PREM2,KADW,KBWI,PWDM2"
LANHAM,"4451 H Parliament Place LANHAM,MD 20706",2022-02-04,47.2,42.9,86.9,18.1,34.8,"KDCA,PREM2,KADW,KBWI,PWDM2"
LANHAM,"4451 H Parliament Place LANHAM,MD 20706",2022-02-05,30,20,52.86,20.6,356,"KDCA,PREM2,KADW,KBWI,PWDM2"
LANHAM,"4451 H Parliament Place LANHAM,MD 20706",2022-02-06,28.3,24.1,48.39,7.7,311.1,"KDCA,PREM2,KADW,KBWI,PWDM2"
SPOKANE,"3820 East Main SPOKANE,WA 99202",2022-01-30,31.2,29.3,80.45,14.3,45.5,"F4353,TWRW1,72785524114,72785694176,72785024157,KSFF,KGEG"
SPOKANE,"3820 East Main SPOKANE,WA 99202",2022-01-31,32.7,26.6,73.27,17.5,68.7,"F4353,72785694176,KSFF,TT604,KGEG"
SPOKANE,"3820 East Main SPOKANE,WA 99202",2022-02-01,28.7,25,71.83,9.2,63.8,"F4353,72785694176,CHAW,KSFF,TT604,KGEG"
SPOKANE,"3820 East Main SPOKANE,WA 99202",2022-02-02,21.9,17.4,63.84,9.4,61,"F4353,TWRW1,72785694176,F4008,KSFF,KGEG,KSKA"
SPOKANE,"3820 East Main SPOKANE,WA 99202",2022-02-03,26.2,24.6,83.22,4.8,42.5,"F4353,TWRW1,KSFF,KGEG,KSKA"
SPOKANE,"3820 East Main SPOKANE,WA 99202",2022-02-04,32.8,30.5,84.72,22.4,44.4,"F4353,CHAW,KSFF,KGEG,KSKA"
SPOKANE,"3820 East Main SPOKANE,WA 99202",2022-02-05,35.3,33.6,83.17,8.3,87,"F4353,F6169,KSFF,TT604,KGEG,KSKA"
SPOKANE,"3820 East Main SPOKANE,WA 99202",2022-02-06,32.3,31.4,90.93,6.4,60.4,"F4353,CHAW,KSFF,TT604,KGEG,KSKA"
DALLAS,"1500G Dragon Street DALLAS,TX 75207",2022-01-30,55.7,54.9,30.21,9.2,497.2,"F8578,KDAL,72259903971,72259003927,72258013960"
DALLAS,"1500G Dragon Street DALLAS,TX 75207",2022-01-31,57.2,56.7,63.22,17.6,341.2,"F8578,KDAL,72259903971,KRBD,72258013960"
DALLAS,"1500G Dragon Street DALLAS,TX 75207",2022-02-01,60.9,60.9,74.09,14,373,"F8578,CDHT2,KDAL,72259903971,72258013960"
DALLAS,"1500G Dragon Street DALLAS,TX 75207",2022-02-02,44.4,38.9,83.91,19.1,62,"F8578,KDAL,72259903971,D5264,KDFW,KRBD,72258013960"
DALLAS,"1500G Dragon Street DALLAS,TX 75207",2022-02-03,23.6,10.6,83.84,18.7,86.2,"F8578,KDAL,KDFW,KRBD"
DALLAS,"1500G Dragon Street DALLAS,TX 75207",2022-02-04,26.4,16.2,70.44,15.1,359.4,"F8578,KDAL,KDFW,KRBD"
DALLAS,"1500G Dragon Street DALLAS,TX 75207",2022-02-05,34.4,31.3,58.13,9.8,509.1,"F8578,CDHT2,KDAL,KDFW,KRBD"
DALLAS,"1500G Dragon Street DALLAS,TX 75207",2022-02-06,41.9,39.1,50.25,10.3,500.9,"F8578,CDHT2,KDAL,KDFW,KRBD"
FLINT,"6165 Taylor Road FLINT,MI 48507",2022-01-30,16.6,10.8,73.69,9.2,111.8,"72090200298,MICMC,KFNT,HRAM4,72637594817,72637014826,MIFLT"
FLINT,"6165 Taylor Road FLINT,MI 48507",2022-01-31,18.4,14.1,73.75,11.4,221.2,"72090200298,MICMC,KFNT,HRAM4,72637014826,MIFLT"
FLINT,"6165 Taylor Road FLINT,MI 48507",2022-02-01,35.4,27.2,66.03,18.3,182.4,"72090200298,KFNT,MICMC,HRAM4,72637014826,MIFLT"
FLINT,"6165 Taylor Road FLINT,MI 48507",2022-02-02,29.9,21.7,91.84,13.8,11.3,"72090200298,MICMC,KFNT,HRAM4,KD95,72637014826,D0433,MIFLT,KPTK"
FLINT,"6165 Taylor Road FLINT,MI 48507",2022-02-03,16.9,3,72.48,19.6,33.5,"KFNT,HRAM4,MICMC,KD95,MIFLT,KPTK"
FLINT,"6165 Taylor Road FLINT,MI 48507",2022-02-04,10.1,0.6,74.15,11.3,75.4,"MICMC,KFNT,HRAM4,KD95,MIFLT,KPTK"
FLINT,"6165 Taylor Road FLINT,MI 48507",2022-02-05,11.3,5.7,78.36,13.8,94,"MICMC,KFNT,HRAM4,KD95,D0433,MIFLT,KPTK"
FLINT,"6165 Taylor Road FLINT,MI 48507",2022-02-06,23.6,12.4,63.76,17.1,149.8,"MICMC,KFNT,HRAM4,KD95,MIFLT,KPTK"
OAK FOREST,"16405 Frontage Road OAK FOREST,IL 60452",2022-01-30,21.9,17.7,71.74,7.7,192.2,"0735W,72534014819,72212604879,KMDW,KIGQ,72534514834"
OAK FOREST,"16405 Frontage Road OAK FOREST,IL 60452",2022-01-31,29.5,23.6,65.47,13.6,230.1,"0735W,72212604879,KMDW,C7762,KIGQ"
OAK FOREST,"16405 Frontage Road OAK FOREST,IL 60452",2022-02-01,37.6,30.8,76,18.1,114.9,"0735W,72212604879,C8740,KMDW,KIGQ"
OAK FOREST,"16405 Frontage Road OAK FOREST,IL 60452",2022-02-02,25.2,14.1,87.39,17.1,50.4,"0735W,72212604879,C8740,KMDW,KJOT,KIGQ"
OAK FOREST,"16405 Frontage Road OAK FOREST,IL 60452",2022-02-03,23.8,10.8,68.32,19.4,98.1,"0735W,C8740,KORD,KMDW,KJOT,KIGQ"
OAK FOREST,"16405 Frontage Road OAK FOREST,IL 60452",2022-02-04,19.5,10,70.27,15.5,231.8,"0735W,C8740,KMDW,C7762,KJOT,KIGQ"
OAK FOREST,"16405 Frontage Road OAK FOREST,IL 60452",2022-02-05,11.7,0.3,67.08,17.5,264,"0735W,C8740,KMDW,KJOT,KIGQ"
OAK FOREST,"16405 Frontage Road OAK FOREST,IL 60452",2022-02-06,24.3,13,69.21,15.9,295.7,"0735W,C8740,KMDW,KJOT,KIGQ"
GREENVILLE,"640 Congaree Road GREENVILLE,SC 29607",2022-01-30,37.5,34.2,36.73,16.1,53.7,"72311913886,72312003870,DRBS1,KGMU,KGSP,E5404,72312699999"
GREENVILLE,"640 Congaree Road GREENVILLE,SC 29607",2022-01-31,45.2,43.9,43.9,8,49.6,"72311913886,DRBS1,KGMU,KGSP,E5404"
GREENVILLE,"640 Congaree Road GREENVILLE,SC 29607",2022-02-01,44.2,39.3,47.62,16,42.8,"72311913886,DRBS1,KGMU,KGSP,E5404"
GREENVILLE,"640 Congaree Road GREENVILLE,SC 29607",2022-02-02,43.3,38.3,57.57,11.3,54.2,"72311913886,DRBS1,KGMU,KLQK,KGSP,E5404"
GREENVILLE,"640 Congaree Road GREENVILLE,SC 29607",2022-02-03,47.9,44.8,88.16,13.7,16.5,"C9121,1184W,DRBS1,KGMU,KLQK,KGSP,E5404"
GREENVILLE,"640 Congaree Road GREENVILLE,SC 29607",2022-02-04,58.2,57.9,83.68,17.2,41.6,"DRBS1,KGMU,KLQK,KGSP,0441W,KSPA,E5404"
GREENVILLE,"640 Congaree Road GREENVILLE,SC 29607",2022-02-05,39.8,33.9,46.05,17.8,64.8,"DRBS1,KGMU,KLQK,KGSP,E5404"
GREENVILLE,"640 Congaree Road GREENVILLE,SC 29607",2022-02-06,37,30.6,45.23,12.7,70.7,"DRBS1,KGMU,KLQK,KGSP,KSPA,E5404"
NORTH CHARLESTON,"7318 Pepperdam Avenue NORTH CHARLESTON,SC 29418",2022-01-30,37,33.4,49.27,18.3,270.8,"KCHS,72063200218,72060600198,WMBS1,72208013880,F7170"
NORTH CHARLESTON,"7318 Pepperdam Avenue NORTH CHARLESTON,SC 29418",2022-01-31,48.5,46.5,66.03,13.8,265.4,"KCHS,72060600198,WMBS1,72208013880,F7170"
NORTH CHARLESTON,"7318 Pepperdam Avenue NORTH CHARLESTON,SC 29418",2022-02-01,47.5,45.3,67.29,15,231.6,"KCHS,KDYB,72060600198,WMBS1,72208013880,F7170"
NORTH CHARLESTON,"7318 Pepperdam Avenue NORTH CHARLESTON,SC 29418",2022-02-02,53.4,51.5,77.08,13.7,254.4,"KCHS,KDYB,72060600198,SPLS1,72208013880,KJZI,F7170"
NORTH CHARLESTON,"7318 Pepperdam Avenue NORTH CHARLESTON,SC 29418",2022-02-03,64.8,64.8,77.03,20.4,258.8,"KCHS,KDYB,WMBS1,KJZI,F7170"
NORTH CHARLESTON,"7318 Pepperdam Avenue NORTH CHARLESTON,SC 29418",2022-02-04,67.5,67.5,84.13,21.4,203.1,"KCHS,KDYB,KJZI,F7170"
NORTH CHARLESTON,"7318 Pepperdam Avenue NORTH CHARLESTON,SC 29418",2022-02-05,49.1,46,61.48,16.9,264.2,"KCHS,KDYB,WMBS1,KJZI,F7170"
NORTH CHARLESTON,"7318 Pepperdam Avenue NORTH CHARLESTON,SC 29418",2022-02-06,42.1,35.6,60.58,14.8,71.2,"KCHS,KDYB,WMBS1,KJZI,F7170"
NEW ORLEANS,"1525 Edwards Avenue NEW ORLEANS,LA 70123",2022-01-30,51.3,49.7,57.66,17.2,254.4,"KNEW,72231012916,KMSY,KNBG,E6362,TS947,72231612958"
NEW ORLEANS,"1525 Edwards Avenue NEW ORLEANS,LA 70123",2022-01-31,55.6,55.2,70.31,13.6,280.4,"KNEW,72231012916,KMSY,KNBG,E6362,TS947"
NEW ORLEANS,"1525 Edwards Avenue NEW ORLEANS,LA 70123",2022-02-01,63,63,79.1,25,85.5,"KNEW,72231012916,KMSY,KNBG,E6362,TS947"
NEW ORLEANS,"1525 Edwards Avenue NEW ORLEANS,LA 70123",2022-02-02,65.1,65,93.99,12.7,75.3,"KNEW,72231012916,KMSY,KNBG,E6362,TS947"
NEW ORLEANS,"1525 Edwards Avenue NEW ORLEANS,LA 70123",2022-02-03,61.6,60.4,94.78,20.5,41.8,"KNEW,F1622,KMSY,KNBG,E6362,TS947"
NEW ORLEANS,"1525 Edwards Avenue NEW ORLEANS,LA 70123",2022-02-04,39.4,31.1,89.38,19.6,41.2,"KNEW,KMSY,KNBG,E6362,TS947"
NEW ORLEANS,"1525 Edwards Avenue NEW ORLEANS,LA 70123",2022-02-05,40.4,34.5,62.41,17.4,275.6,"KNEW,KMSY,KNBG,E6362,TS947"
NEW ORLEANS,"1525 Edwards Avenue NEW ORLEANS,LA 70123",2022-02-06,44.1,43.5,62.54,8.7,278.4,"KNEW,KMSY,KNBG,E6362,TS947"
WOBURN,"20 Commerce Way WOBURN,MA 1801",2022-01-30,14.4,1.4,40.07,20,67.2,"KBED,F5443,KBOS,72509014739,E9991,72505914702,1299W,72508854733"
WOBURN,"20 Commerce Way WOBURN,MA 1801",2022-01-31,13.8,12.6,58.54,7.2,66,"KBED,F5443,KBOS,72505914702,AP564"
WOBURN,"20 Commerce Way WOBURN,MA 1801",2022-02-01,20.1,17.6,74.64,8.6,37.1,"KBED,F5443,KBOS,E9991,72505914702"
WOBURN,"20 Commerce Way WOBURN,MA 1801",2022-02-02,34.8,33.5,86.56,6.2,46,"KBED,F5443,KBOS,KBVY,72505914702,AP564"
WOBURN,"20 Commerce Way WOBURN,MA 1801",2022-02-03,40.7,37.4,96.69,9.3,24,"KBED,F5443,KBOS,KBVY,E9991"
WOBURN,"20 Commerce Way WOBURN,MA 1801",2022-02-04,30.5,21.7,91.78,17.2,12,"KBED,F5443,KBOS,KBVY,E9991"
WOBURN,"20 Commerce Way WOBURN,MA 1801",2022-02-05,20.5,8.7,63.8,20.5,49.5,"KBED,0518W,F5443,KBOS,KBVY"
WOBURN,"20 Commerce Way WOBURN,MA 1801",2022-02-06,18.1,10.9,59.08,11,71.2,"KBED,F5443,KBOS,KBVY,E9991"
HALTOM CITY,"5350 Airport Freeway HALTOM CITY,TX 76117",2022-01-30,55,53.7,28.43,12.6,264.6,"72247953907,74739013961,KAFW,KNFW,72259513911,KFTW,F0567"
HALTOM CITY,"5350 Airport Freeway HALTOM CITY,TX 76117",2022-01-31,56.2,55.7,64.23,17.1,214.9,"72247953907,74739013961,KAFW,KNFW,72259513911,KFTW,F0567"
HALTOM CITY,"5350 Airport Freeway HALTOM CITY,TX 76117",2022-02-01,60.1,60.1,75.84,14.8,198,"72247953907,74739013961,KNFW,72259513911,KFTW,F0567"
HALTOM CITY,"5350 Airport Freeway HALTOM CITY,TX 76117",2022-02-02,41.6,34.7,84.77,22.2,40.8,"72247953907,74739013961,AP656,72259453909,KAFW,KNFW,KGKY,KGPM,KFTW,F0567"
HALTOM CITY,"5350 Airport Freeway HALTOM CITY,TX 76117",2022-02-03,21.5,7.6,85.04,20.6,57.1,"KAFW,KGKY,KGPM,KFTW,F0567"
HALTOM CITY,"5350 Airport Freeway HALTOM CITY,TX 76117",2022-02-04,24.7,14.3,72.69,18,229,"KAFW,KGKY,KGPM,KFTW,F0567"
HALTOM CITY,"5350 Airport Freeway HALTOM CITY,TX 76117",2022-02-05,32.8,28.3,64.18,13.3,331.8,"KAFW,KNFW,KGKY,KGPM,KFTW,F0567,F0647"
HALTOM CITY,"5350 Airport Freeway HALTOM CITY,TX 76117",2022-02-06,40.6,37.3,53.48,12.8,330.8,"KAFW,KNFW,KGKY,KGPM,KFTW,F0567,F0647"
FRANKLIN,"9620 South Franklin Drive FRANKLIN,WI 53132",2022-01-30,23.5,16.2,60.26,11.4,148.4,"72640014839,KRAC,D8657,KMKE,72642494818"
FRANKLIN,"9620 South Franklin Drive FRANKLIN,WI 53132",2022-01-31,27.2,20.8,65.73,17.4,139.8,"72640014839,D8657,KMKE,72642494818"
FRANKLIN,"9620 South Franklin Drive FRANKLIN,WI 53132",2022-02-01,38.6,31,59.23,17.8,122.3,"72640014839,D8657,KMKE,72642494818"
FRANKLIN,"9620 South Franklin Drive FRANKLIN,WI 53132",2022-02-02,20.3,7.6,51.63,15.1,61.8,"KENW,72640014839,F6268,KRAC,D8657,KMKE,72642494818"
FRANKLIN,"9620 South Franklin Drive FRANKLIN,WI 53132",2022-02-03,17,2.6,59.72,19.9,101.6,"KENW,F6268,KRAC,D8657,KMKE"
FRANKLIN,"9620 South Franklin Drive FRANKLIN,WI 53132",2022-02-04,17.2,6.7,63.5,12.5,105,"KENW,F6268,KRAC,D8657,KMKE"
FRANKLIN,"9620 South Franklin Drive FRANKLIN,WI 53132",2022-02-05,14.4,1.6,58.51,19.2,108.2,"KENW,F6268,KRAC,D8657,KMKE"
FRANKLIN,"9620 South Franklin Drive FRANKLIN,WI 53132",2022-02-06,29.6,20.1,59.18,15.7,151.2,"KENW,KRAC,EGLW3,D8657,KMKE"
NORRISTOWN,"2586 Industry Lane Suite 101 NORRISTOWN,PA 19403",2022-01-30,15.8,9,51.13,10.6,221.7,"72510954782,72030464752,72511354786,KLOM,AP069"
NORRISTOWN,"2586 Industry Lane Suite 101 NORRISTOWN,PA 19403",2022-01-31,19.6,17.1,68.66,6.1,208.9,"72510954782,72030464752,KLOM,AP069"
NORRISTOWN,"2586 Industry Lane Suite 101 NORRISTOWN,PA 19403",2022-02-01,22.8,20.7,74.6,8,186.2,"72510954782,72030464752,KLOM,AP069,DE045"
NORRISTOWN,"2586 Industry Lane Suite 101 NORRISTOWN,PA 19403",2022-02-02,30.5,29.8,91.09,5.8,169,"72510954782,72030464752,KPTW,KLOM,AP069,KDYL"
NORRISTOWN,"2586 Industry Lane Suite 101 NORRISTOWN,PA 19403",2022-02-03,41.7,41.4,98.36,6.7,44.9,"KPTW,KLOM,AP069,KDYL"
NORRISTOWN,"2586 Industry Lane Suite 101 NORRISTOWN,PA 19403",2022-02-04,40.5,36.4,93.83,11.6,34.4,"KPTW,KLOM,AP069,DE045,KDYL"
NORRISTOWN,"2586 Industry Lane Suite 101 NORRISTOWN,PA 19403",2022-02-05,23.7,15.1,61.9,16.9,196.3,"KPTW,KLOM,AP069,KDYL"
NORRISTOWN,"2586 Industry Lane Suite 101 NORRISTOWN,PA 19403",2022-02-06,22.9,20.5,65.48,8.2,226.7,"KPTW,KLOM,AP069,KDYL"
BATON ROUGE,"10414 Plaza Americana BATON ROUGE,LA 70816",2022-01-30,51.9,49.9,60.66,13.4,368.9,"72104600460,AV521,KBTR,72232013970,72096700457"
BATON ROUGE,"10414 Plaza Americana BATON ROUGE,LA 70816",2022-01-31,54.7,54.5,69.99,14.4,346.5,"72104600460,AV521,KBTR,72232013970"
BATON ROUGE,"10414 Plaza Americana BATON ROUGE,LA 70816",2022-02-01,58,58,87.63,20.4,58.5,"72104600460,AV521,KBTR,72232013970"
BATON ROUGE,"10414 Plaza Americana BATON ROUGE,LA 70816",2022-02-02,66.1,66.1,88.07,10.3,212.6,"72104600460,AV521,KBTR,KHZR,72232013970,1313W,KPTN,KHDC"
BATON ROUGE,"10414 Plaza Americana BATON ROUGE,LA 70816",2022-02-03,54,51.6,92.08,13.9,58.1,"AV521,KBTR,KHZR,KARA,KPTN,1311W,KHDC"
BATON ROUGE,"10414 Plaza Americana BATON ROUGE,LA 70816",2022-02-04,35.4,28.1,79.66,14.8,97.5,"AV521,KBTR,KHZR,KPTN,KHDC"
BATON ROUGE,"10414 Plaza Americana BATON ROUGE,LA 70816",2022-02-05,38,33.6,60.14,11.5,403.8,"AV521,KBTR,KHZR,KPTN,KHDC"
BATON ROUGE,"10414 Plaza Americana BATON ROUGE,LA 70816",2022-02-06,41.6,40.1,59.24,6.6,418.1,"AV521,KBTR,KHZR,KPTN,KHDC"
JACKSONVILLE,"5250 Sunbeam Road JACKSONVILLE,FL 32257",2022-01-30,43.2,39.8,38.91,13.9,285.8,"F6993,72206593837,C2098,KNIP,0420W,72206603853,KCRG,74782053860,MACFL"
JACKSONVILLE,"5250 Sunbeam Road JACKSONVILLE,FL 32257",2022-01-31,53.3,51.6,65.47,14.4,201.6,"F6993,72206593837,KNIP,0420W,KCRG,MACFL"
JACKSONVILLE,"5250 Sunbeam Road JACKSONVILLE,FL 32257",2022-02-01,54.6,54.5,71.74,10.5,149.8,"F6993,72206593837,KNIP,0420W,KCRG,MACFL"
JACKSONVILLE,"5250 Sunbeam Road JACKSONVILLE,FL 32257",2022-02-02,61.4,61.4,80.59,13.8,158.8,"KNRB,F6993,72206593837,C2098,KNIP,0420W,KCRG,MACFL"
JACKSONVILLE,"5250 Sunbeam Road JACKSONVILLE,FL 32257",2022-02-03,67.1,67.1,78.33,16,179,"KNRB,F6993,KNIP,0420W,KCRG,MACFL"
JACKSONVILLE,"5250 Sunbeam Road JACKSONVILLE,FL 32257",2022-02-04,70.6,70.9,80.83,19.8,141.1,"KNRB,F6993,KNIP,0420W,KCRG,MACFL"
JACKSONVILLE,"5250 Sunbeam Road JACKSONVILLE,FL 32257",2022-02-05,53.5,52.8,80.26,17.7,89.2,"KNRB,F6993,KNIP,0420W,MACFL,KCRG"
JACKSONVILLE,"5250 Sunbeam Road JACKSONVILLE,FL 32257",2022-02-06,50.1,48.2,94.26,20.3,37.1,"KNRB,F6993,KNIP,0420W,MACFL,KCRG"
LARGO,"12397 Belcher Road Suite 260 LARGO,FL 33773",2022-01-30,45.2,42.5,38.92,10.4,379.1,"KCLW,KPIE,99999992828,AV393,72210492806,72211612873,KSPG"
LARGO,"12397 Belcher Road Suite 260 LARGO,FL 33773",2022-01-31,51.7,51.2,75.13,7.7,701,"KCLW,KPIE,99999992828,AV393,72211612873,0551W,KSPG"
LARGO,"12397 Belcher Road Suite 260 LARGO,FL 33773",2022-02-01,58.9,58.6,66.57,12.8,573.8,"KPIE,99999992828,AV393,72211612873,0551W"
LARGO,"12397 Belcher Road Suite 260 LARGO,FL 33773",2022-02-02,66,66,66.28,15.4,577.2,"KCLW,KPIE,99999992828,AV393,72211612873,0551W,KSPG"
LARGO,"12397 Belcher Road Suite 260 LARGO,FL 33773",2022-02-03,69.8,69.9,72.13,14.7,780.2,"KCLW,KPIE,AV393,0551W,KSPG"
LARGO,"12397 Belcher Road Suite 260 LARGO,FL 33773",2022-02-04,71,71.2,81.41,19.9,736.2,"KCLW,KPIE,AV393,0551W,KSPG"
LARGO,"12397 Belcher Road Suite 260 LARGO,FL 33773",2022-02-05,60.3,60.3,82.88,17.1,111.7,"KCLW,KPIE,AV393,KSPG"
LARGO,"12397 Belcher Road Suite 260 LARGO,FL 33773",2022-02-06,55.8,55.8,94.26,10.8,183.2,"KCLW,KPIE,AV393,0551W,KSPG"
LAS VEGAS,"7350 Dean Martin Drive Suite 303 LAS VEGAS,NV 89139",2022-01-30,51.5,50.7,17.24,5.9,215.6,"KLAS,CMP12,D4394,72386023169,72484653123,72209653127"
LAS VEGAS,"7350 Dean Martin Drive Suite 303 LAS VEGAS,NV 89139",2022-01-31,48.3,47.4,21.88,6.9,200.8,"KLAS,CMP12,72386023169,72209653127"
LAS VEGAS,"7350 Dean Martin Drive Suite 303 LAS VEGAS,NV 89139",2022-02-01,50.7,49.1,20.82,17.2,318.7,"KLAS,KHND,CMP12,72386023169,72209653127"
LAS VEGAS,"7350 Dean Martin Drive Suite 303 LAS VEGAS,NV 89139",2022-02-02,42.8,35.3,17.84,24.4,342.8,"KLAS,KHND,CMP12,72386023169,KVGT,72209653127"
LAS VEGAS,"7350 Dean Martin Drive Suite 303 LAS VEGAS,NV 89139",2022-02-03,42.3,39.1,22.52,14.6,338.4,"KLAS,KHND,CMP12,KVGT"
LAS VEGAS,"7350 Dean Martin Drive Suite 303 LAS VEGAS,NV 89139",2022-02-04,44.6,42.6,28.16,13.3,341.3,"KLAS,KHND,CMP12,KVGT"
LAS VEGAS,"7350 Dean Martin Drive Suite 303 LAS VEGAS,NV 89139",2022-02-05,48,46.8,24.97,8,310.6,"KLAS,KHND,CMP12,KVGT"
LAS VEGAS,"7350 Dean Martin Drive Suite 303 LAS VEGAS,NV 89139",2022-02-06,53.3,52.5,20.07,22.4,334.2,"KLAS,KHND,CMP12,KVGT"
NEW CASTLE,"12 McCullough Drive Suite 1 South Gate Industrial Center NEW CASTLE,DE 19720",2022-01-30,19.5,11.2,45.58,16.1,161.5,"72418013781,72408013739,99999903761,1293W,KILG,KPHL,72040800136,DE037"
NEW CASTLE,"12 McCullough Drive Suite 1 South Gate Industrial Center NEW CASTLE,DE 19720",2022-01-31,26.8,19.6,55.29,9.1,128.9,"72418013781,99999903761,1293W,KILG,KPHL,DE037"
NEW CASTLE,"12 McCullough Drive Suite 1 South Gate Industrial Center NEW CASTLE,DE 19720",2022-02-01,29.5,23.2,63.87,11.4,167.1,"72418013781,99999903761,1293W,KILG,KPHL,DE037"
NEW CASTLE,"12 McCullough Drive Suite 1 South Gate Industrial Center NEW CASTLE,DE 19720",2022-02-02,35,31.8,84.92,10.3,95.3,"72418013781,99999903761,1293W,KILG,KPHL,KLOM,DE037,KAPG"
NEW CASTLE,"12 McCullough Drive Suite 1 South Gate Industrial Center NEW CASTLE,DE 19720",2022-02-03,41.8,39.2,94.46,11.4,29,"1293W,KILG,KPHL,DE037,KAPG"
NEW CASTLE,"12 McCullough Drive Suite 1 South Gate Industrial Center NEW CASTLE,DE 19720",2022-02-04,44.4,39.4,87.43,18.3,13.1,"1293W,KILG,KPHL,KMIV,KLOM,DE037,KAPG"
NEW CASTLE,"12 McCullough Drive Suite 1 South Gate Industrial Center NEW CASTLE,DE 19720",2022-02-05,28,17.7,56.63,20.8,156.5,"1293W,KILG,KPHL,KLOM,DE037,KAPG"
NEW CASTLE,"12 McCullough Drive Suite 1 South Gate Industrial Center NEW CASTLE,DE 19720",2022-02-06,26.8,20.6,57.22,8,174.7,"1293W,KILG,KPHL,KLOM,DE037,KAPG"
